,age,age,age,age,avg_absences,avg_absences,avg_absences,avg_absences,avg_absences,female,female,female,female,id_s_fr,id_s_fr,id_s_fr,id_s_fr,perf_a,perf_a,perf_a,perf_a,perf_a,perf_b,perf_b,perf_b,perf_b,perf_c,perf_c,perf_c,perf_c,perf_c
125689,,,,29.0,,,,1.6589943,0.60174584,,,,1.0,,,,3000010249.0,,,,0.362124795,-0.095965839,,,,,,,,0.3621248,-0.09596584
125693,,,22.0,23.0,,,8.3310452,1.5900271,0.31971577,,,1.0,1.0,,,3000010290.0,3000010290.0,,,-2.015588642,-0.046100108,0.015675319,,,,,,,-1.8007146,-0.027167341,0.18436848
125694,,,,24.0,,,,1.5185708,0.49553806,,,,1.0,,,,3000010352.0,,,,-1.15666954,-1.11437239,,,,0.212696849,,,,-0.73781163,-0.85748786
125711,,,27.0,28.0,,,8.442003300000001,1.6947743000000002,0.86117774,,,1.0,1.0,,,3000010135.0,3000010135.0,,,0.295501872,0.619409732,,,,,,,,0.29550186,0.61940974,
125717,31.0,32.0,33.0,,8.8554735,8.1518908,8.285552000000001,,,1.0,1.0,1.0,,3000010151.0,3000010151.0,3000010151.0,,,,-2.491133759,,,,,-1.595821449,,,,-1.1545097,,
125730,,,,,,,,,0.69924957,,,,,,,,,,,,,-0.411685088,,,,,,,,,-0.62350065
125733,,,,26.227272,,,,1.8203248,0.48210689,,,,1.0,,,,3000010300.0,,,-0.288557217,-0.248031359,1.285480119,,,,,,,-0.82145441,0.24880894,1.3294712
125735,,,28.0,29.0,,,8.8266535,1.1948588,0.69135076,,,1.0,1.0,,,3000010144.0,3000010144.0,,,-0.569133541,-0.771473738,0.136445961,,,,,,,-0.33253613,-0.71160525,0.32804176
125750,,,31.0,32.0,,,8.952830300000002,1.9514829,0.47923017,,,0.0,0.0,,,,3000010363.0,,,-1.105116304,0.24779287100000005,0.071746084,,,,,,,-0.8888879999999999,0.33820814,0.18018673
125759,,,,28.0,,,,1.2886345,0.34121692,,,,1.0,,,,3000010193.0,,,,0.5916241729999999,0.165059249,,,,,,,,0.65440899,0.25993422
125761,,,,25.0,,,,2.0003996,0.65639311,,,,1.0,,,,3000010105.0,,,,-1.143989856,-0.947319832,,,,-0.660316434,,,,-0.79264575,-0.70976138
125772,,,,,,,,,0.61114609,,,,,,,,,,,,,-0.936237404,,,,,,,,,-0.83560848
125785,,,,25.0,,,,1.5838248,0.045613941,,,,1.0,,,,3000010190.0,,,,-0.974358694,-1.02523092,,,,,,,,-0.86734039,0.14325947
125796,,,,45.0,,,,1.6188118,0.061242308,,,,1.0,,,,3000010132.0,,,0.935113084,-0.385490368,-0.630090137,,,,0.18351180600000006,,,0.93511307,-0.10523482,-0.30600128
125801,28.0,29.0,30.0,31.0,8.1625557,8.8403864,8.7382793,1.4317079,0.022082968,0.0,0.0,0.0,0.0,,,,3000010360.0,,,-1.978771271,-1.273872644,-0.892666643,,,,,,,-1.9787712,-1.1078518999999998,-1.0076863
125809,,,0.0,8.666667,,,8.7697802,,,,,1.0,1.0,,,,,,,-3.63055925,,,,,,,,,-2.6589451,,
125810,,,,,,,,,0.71728057,,,,,,,,,,,,,-1.3569066769999998,,,,,,,,,-1.1670597
125811,,,,,,,,1.2534549,0.72576672,,,,,,,,,,,,1.27068973,,,,,,,,,1.2706897,
125823,,,23.0,24.0,,,8.0991669,1.7544509,0.036216311,,,1.0,1.0,,,,3000010140.0,,,0.186860552,-0.622835179,-0.592699669,,,,,,,0.18686055,-0.62283516,-0.59269965
125854,,,,25.0,,,,1.5429503,0.33609533,,,,1.0,,,,3000010290.0,,,,0.115481467,0.062192767,,,,-1.098315777,,,,-0.12882212,-0.17965978
125856,,,28.0,29.0,,,8.4037848,1.8766245,0.95841998,,,1.0,1.0,,,,3000010193.0,,,-2.166517435,0.083370857,0.259379301,,,,,,,-2.1665172999999998,-0.016589344,0.29876292
125859,,,29.0,30.0,,,8.1650667,1.8404999,0.31529522,,,1.0,1.0,,,,3000010190.0,,,,,,,,,,,,,,
125871,23.0,24.0,25.0,26.0,8.2587194,8.3921642,8.8643093,1.1988065,,1.0,1.0,1.0,1.0,,,,3000010309.0,,,-1.435904414,-0.388102521,,,,0.5912600889999999,,,,-0.3972348,-0.38810253,
125882,,,,30.0,,,,1.8292621,0.45516387,,,,1.0,,,,3000010291.0,,,,0.38966115,0.408227977,,,,-1.012303011,,,,0.12123431,0.41102329
125891,,,,3.6923077000000006,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
125912,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
125914,,,28.0,29.0,,,8.458849,1.4042404,0.97072268,,,1.0,1.0,,,,3000010318.0,,,-1.289815345,-0.282336539,1.481082912,,,-0.023894935,0.7353332229999999,,,-1.0569547,0.077217832,1.4810828999999999
125923,,,28.0,29.0,,,9.0226097,2.0874567,0.14874661,,,0.0,0.0,,,,3000010352.0,,,-1.555972238,-1.015783706,0.14337701,,,,,,,-0.85123956,-0.52781498,-0.22144012
125933,,,,28.0,,,,1.7148473999999998,0.79313606,,,,1.0,,,,3000010288.0,,,0.133293006,0.073898747,-0.195394538,,,,,,,1.7423174,0.028331785,-0.32145584
125939,,,,35.0,,,,1.302408,0.78123158,,,,0.0,,,,3000010368.0,,,,-2.9975021510000004,-1.551683884,,,,,,,,-2.9546107999999998,-1.3088899
125962,,,30.0,31.0,,,8.7112398,1.297448,0.57416755,,,0.0,0.0,,,,3000010226.0,,,-0.410017533,0.425614652,-0.766489682,,,,-0.38291435,,,-0.41001752,0.27418482,-0.78388095
125971,,,,23.0,,,,1.9937847,0.043709211,,,,1.0,,,,3000010689.0,,,-0.718231948,-0.517404561,-0.537896705,,,,0.05316407,,,-0.71823198,-0.48388541,-0.6388458
125973,,,,30.0,,,,1.463781,,,,,0.0,,,,3000010190.0,,,,-1.161248524,,,,,0.027803626,,,,-0.70099568,
125974,,,,26.224806,,,,1.5792343999999998,0.31264970000000003,,,,1.0,,,,3000010134.0,,,,-0.238900919,-0.585928411,,,,-1.87771059,,,,-0.42850298,-0.46338129
125998,,,,,,,,1.9854432,,,,,,,,,,,,,-1.316101535,,,,,,,,,-0.90225458,
126011,,,,,,,,,0.30732453,,,,,,,,,,,,,-0.713668286,,,,,,,,,-0.79353094
126020,,,,,,,8.3485126,1.3810989,0.75763869,,,,,,,,,,,-2.315594915,-1.208246849,-1.342039854,,,,,,,-2.3155949000000002,-0.87825364,-1.0043905999999998
126027,,,31.0,32.0,,,8.492479300000001,1.8183973,,,,1.0,1.0,,,,3000010352.0,,,-1.39949752,,,,,,,,,-1.0154243,,
126037,,,,25.0,,,,1.3527981000000002,0.14321792,,,,1.0,,,,3000010175.0,,,,-1.865134903,,,,,,,,,-1.6778859,0.84812689
126044,,,,23.0,,,,1.1658183000000002,0.45802343,,,,1.0,,,,3000010282.0,,,-1.571827861,-0.977979668,0.4977605020000001,,,-0.71752065,0.588203136,,,-1.4108809,-0.59372389,0.50968105
126062,,,,25.0,,,,1.9412496,,,,,1.0,,,,3000010193.0,,,,,,,,,,,,,,
126067,,,,,,,,,0.16625057,,,,,,,,,,,,,-1.455643517,,,,,,,,,-1.2470385
126072,,,,27.0,,,,1.7900631,,,,,0.0,,,,,,,,,,,,,,,,,,
126093,,,,34.0,,,,1.9692847,0.94056237,,,,1.0,,,,3000010287.0,,,,-1.106532339,-0.226391375,,,,-1.609535978,,,,-1.3139348999999998,-0.47346833
126094,,,,,,,8.939867,1.6116327,,,,,,,,,,,,-2.0225797290000003,-1.589562286,,,,,,,,-2.0225796999999996,-1.2892385,
126098,,,,39.0,,,,1.1257843,0.35947397,,,,0.0,,,,3000010685.0,,,,-1.90587512,1.897705,,,,,,,,-2.3554595000000003,1.897705
126101,,,,25.0,,,,1.7941915000000002,0.52679026,,,,1.0,,,,3000010151.0,,,,-0.188387486,0.033800956,,,,-0.422549638,,,,-0.26659566,-0.097988091
126103,,,,27.0,,,,1.4679565,,,,,1.0,,,,3000010316.0,,,-0.710690887,-1.62405064,,,,-1.894096168,-0.7651480009999999,,,-1.1240525,-1.2672218000000002,
126119,,,25.0,26.0,,,8.7764254,1.4526615,0.79684079,,,1.0,1.0,,,,3000010151.0,,,-1.014157431,-0.363184867,-0.842740833,,,-1.595821449,-0.048484229,,,-1.1793272,-0.097900413,-0.53899848
126121,,,27.0,28.5,,,8.5628386,1.6156954,0.11185213,,,1.0,1.0,,,,3000010175.0,,,-2.49255583,-0.201859105,-0.769623816,,,,,,,-2.4925558999999997,0.001367915,0.065447278
126122,,,22.0,23.0,,,8.6277132,1.9397775,,,,0.0,0.0,,,,,,,-0.521773276,,,,,,,,,-0.52177328,,
126144,,,,37.0,,,,1.5869694,0.084981881,,,,1.0,,,,3000010167.0,,,,-1.1951550990000002,0.03423913,,,-0.141401731,,,,-0.041571713999999996,-0.85547966,-0.24856186
126169,,,,42.0,,,,1.4634322,,,,,0.0,,,,3000010193.0,,,,-1.784427245,,,,,,,,,-0.73690212,
126181,,,,,,,,,0.11046096,,,,,,,,,,,,,-0.589102266,,,,,,,,,-0.68514317
126193,,,,,,,,,0.32364133,,,,,,,,,,,,0.26277875100000003,-0.300915041,,,,,,,,0.26277876,-0.30091503
126196,,,30.0,31.0,,,8.4176283,2.0773752,0.45094576,,,0.0,0.0,,,,3000010290.0,,,-0.221433876,-0.133916927,0.485992703,,,-0.616814195,-1.377482588,,,-0.23741275,-0.35672382,0.44659218
126200,,,22.0,23.0,,,8.4674234,1.5569031999999998,0.044888586,,,1.0,1.0,,,,3000010352.0,,,-1.55090727,-0.427795839,0.17907721,,,,,,,-0.31632471,-0.73318517,-0.51898265
126217,,,,,,,,1.4621072,,,,,,,,,,,,,-2.052091794,,,,,,,,,-2.0676627,
126234,,,,30.0,,,,1.5416763,0.50700855,,,,0.0,,,,3000010134.0,,,,-0.35720913,-0.06864630099999999,,,,-2.738695679,,,,-0.76171017,-0.076088026
126236,,,22.0,23.086615,,,8.2455654,1.6478549,0.76516783,,,1.0,1.0,,,,3000010226.0,,,-0.733409423,-0.783653378,-0.977755351,,,-0.402430769,-0.737438355,,,-0.74966764,-0.66400898,-0.87769806
126290,,,22.0,23.119047,,,8.397132899999999,2.0874424,0.62619716,,,1.0,1.0,,,,3000010175.0,,,-0.8675028029999999,-0.297970228,-1.392500976,,,0.6136368179999999,0.162428817,,,-0.1780016,-0.21670455,-1.2348006
126340,,,,26.0,,,,1.5722646999999998,,,,,0.0,,,,,,,,,,,,,,,,,,
126354,,,,,,,8.5420485,1.5642964,0.77375674,,,,,,,,,,,,,,,,,,,,,,
126365,,,,,,,,,0.12478692,,,,,,,,,,,,-0.56361847,-1.23787564,,,,,,,,-0.56361848,-0.03104795
126367,,,,,,,,1.7274481,0.98074645,,,,,,,,,,,,-0.8908869340000001,-0.5170056239999999,,,,,,,,-0.96661419,-0.21489409
126394,,,,,,,,2.1032612,0.84027326,,,,,,,,,,,,,,,,,,,,,,
126397,,,,31.0,,,,1.1855798999999998,0.5225594,,,,1.0,,,,,,,,,,,,,,,,,,
126399,,,,,,,,1.3749255,,,,,,,,,,,,,-0.034088302,,,,,,,,,-0.034088302,
126455,,,28.0,29.0,,,8.8574009,1.6609174,0.98460066,,,0.0,0.0,,,,3000010382.0,,,-1.246831975,-0.292056094,,,,,,,,-1.246832,-0.29205608,
126473,,,,32.0,,,,1.2199028,0.055129558,,,,0.0,,,,,,,,-0.135539238,,,,,,,,,-0.13553923,
126476,,,,35.0,,,,1.6998941000000003,,,,,0.0,,,,3000010360.0,,,,-1.413309519,,,,,,,,,-1.4133095,
126485,,,,33.0,,,,1.6497442,0.10888106,,,,1.0,,,,,,,,,,,,,,,,,,
126494,,,,26.0,,,,1.8986933,0.56625521,,,,0.0,,,,3000010362.0,,,,-0.6337876570000001,0.011022203,,,,,,,,-0.19578323,0.011022203000000001
126496,,,,26.0,,,,1.3821204,,,,,0.0,,,,3000010225.0,,,,-0.5314543820000001,,,,,,,,,-0.53145438,
126510,,,,45.0,,,,1.5685425,0.5079726,,,,1.0,,,,,,,,-0.279333299,-0.310474162,,,,,,,,-0.27933329,-0.31047416
126515,,,,,,,,,0.25572076,,,,,,,,,,,,0.031209405,0.181646442,,,,,,,,0.031209406000000002,0.07483181400000001
126521,,,,,,,,,0.45000589,,,,,,,,,,,,,0.403010527,,,,,,,,,0.64292908
126528,,,,,,,,,0.60234928,,,,,,,,,,,,,-1.121389878,,,,,,,,,-1.1213899999999999
126542,,,,,,,,,0.4921234,,,,,,,,,,,,,-0.797585819,,,,,,,,,-1.2540818
126543,,,,44.0,,,,1.9884782,0.90377313,,,,1.0,,,,3000010309.0,,,,-0.962375992,,,,,,,,,-0.73276353,-0.33616769
126654,,,,24.0,,,,1.7881192,,,,,1.0,,,,3000010249.0,,,,-1.382936484,,,,,-0.624887255,,,,-1.1457268,
126703,,,,,,,,1.594888,0.71934378,,,,,,,,,,,,,,,,,,,,,,
126706,,,,,,,,1.5974951000000002,0.32021937,,,,,,,,,,,,,,,,,,,,,,
126708,,,,35.0,,,,1.9706,0.72582269,,,,1.0,,,,3000010179.0,,,,-2.229609862,-0.30553481,,,,,,,,-2.2535255000000003,-0.69733405
126710,,,,,,,,,0.06580499599999999,,,,,,,,,,,,,-0.5851453329999999,,,,,,,,,-0.46370697
126754,,,,,,,,,0.064944901,,,,,,,,,,,,,-2.106939916,,,,,,,,,-1.9885867
126755,,,,,,,,,0.82899463,,,,,,,,,,,,,,,,,,,,,,
126758,,,,,,,,,0.04463565,,,,,,,,,,,,,-1.236743502,,,,,,,,,-1.2367435
126771,,,,28.016001,,,,2.1052852000000004,,,,,0.0,,,,3000010156.0,,,,-0.67096432,,,,,,,,,-0.67096436,
126782,,,,,,,,,0.058256123,,,,,,,,,,,,,0.667853357,,,,,,,,,0.73180616
126880,,,,49.400002,,,,1.1608495,,,,,0.0,,,,3000010289.0,,,,,,,,,,,,,,
126900,,,,25.0,,,,1.1456361000000002,0.61219406,,,,0.0,,,,3000010368.0,,,,-2.036113463,-0.953009143,,,,,,,,-1.2505747,0.057539433
126903,,,,27.0,,,,1.4599847,0.9307009,,,,0.0,,,,3000010354.0,,,,0.788481185,0.7466649190000001,,,,,,,,0.60445875,0.21643667
126907,,,,,,,,,0.22300048,,,,,,,,,,,,,,,,,,,,,,
126917,,,,22.0,,,,1.4745406,0.10645141,,,,0.0,,,,,,,,-2.425769225,-0.98622712,,,,-2.110811319,,,,-2.3265789,-0.9862271
126923,,,,37.0,,,,1.8815837,,,,,1.0,,,,3000010226.0,,,,0.273109129,,,,,,,,,0.30401197,
126941,,,,,,,,1.7538952,0.66107905,,,,,,,,,,,,,,,,,,,,,,
126960,,,,25.0,,,,1.5957273,0.65521157,,,,1.0,,,,,,,,,,,,,,,,,,
126988,,,,,,,,,0.77453005,,,,,,,,,,,,,,,,,,,,,,
127016,,,,4.5396824,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
127029,,,,,,,,,0.10171586,,,,,,,,,,,,,,,,,,,,,,
127051,,,,27.0,,,,1.5743983,0.10516231,,,,0.0,,,,3000010119.0,,,,-1.103312577,-0.567582492,,,,-0.069564544,,,,-0.61490893,0.12287644
127083,,,,23.0,,,,1.3178861000000002,0.49306113,,,,1.0,,,,3000010104.0,,,,-0.999337224,0.180543953,,,,-0.519927065,,,,-0.7804485,-0.070005208
127085,,,,23.0,,,,1.9050539,0.59751743,,,,1.0,,,,3000010180.0,,,,-0.966766284,0.309829099,,,,0.532970694,,,,-0.67777961,0.18806383
127112,,,,33.0,,,,1.8671602,0.73124588,,,,0.0,,,,,,,,-0.78934426,-0.52715628,,,,,,,,-0.61327749,-0.51617444
127128,,,,23.0,,,,1.4883461,0.030223442000000007,,,,1.0,,,,3000010360.0,,,,-0.15733184,-0.295016659,,,,,,,,-0.051583517,-0.015193366000000002
127136,,,,,,,,,0.75762671,,,,,,,,,,,,-0.977546442,-1.987244164,,,,,,,,-0.97754645,-1.9755932
127165,,,,50.306122,,,,1.1650597,,,,,0.0,,,,3000010144.0,,,,,,,,,,,,,,
127168,,,,23.0,,,,1.4780508,,,,,1.0,,,,3000010190.0,,,,-0.659297033,,,,,,,,,-0.48684031,
127186,,,,40.0,,,,1.4841115,0.62031138,,,,1.0,,,,3000010152.0,,,,-0.642136288,-0.557333732,,,,,,,,-0.64213634,-0.49089873
127219,,,,26.0,,,,1.9953618,0.51837224,,,,0.0,,,,3000010290.0,,,,-1.07366005,0.34433086700000004,,,,-1.089832278,,,,-1.1083341999999998,0.15038466
127222,,,,23.0,,,,1.4254669,,,,,1.0,,,,3000010175.0,,,,-1.92603195,,,,,-1.327112931,,,,-1.4300343,
127234,,,,23.0,,,,1.2486556,0.76423198,,,,0.0,,,,,,,,-1.382527268,,,,,,,,,-1.3825273999999999,-0.046031274000000004
127243,,,,26.0,,,,1.2451135,,,,,1.0,,,,,,,,-0.907700613,,,,,,,,,-0.9077006,
127249,,,,22.0,,,,1.703985,0.83713877,,,,0.0,,,,,,,,-0.811902784,-1.695230605,,,,,,,,-0.56075275,-1.5407648
127265,,,,44.0,,,,1.220769,0.71383029,,,,1.0,,,,3000010362.0,,,,-0.497432724,-0.023827998,,,,,,,,-0.69453496,0.62870258
127268,,,,,,,,1.4677554,0.63136411,,,,,,,,,,,,,,,,,,,,,,
127276,,,,43.0,,,,2.0472839,,,,,0.0,,,,3000010193.0,,,,-2.632804728,,,,,-1.284436236,,,,-1.8307048,
127333,,,,23.0,,,,1.2044879,0.14276473,,,,1.0,,,,,,,,-1.306705156,-0.7041921329999999,,,,-1.50829493,,,,-1.2678095,-0.81925946
127341,,,,33.0,,,,1.1859676,0.92592579,,,,1.0,,,,3000010324.0,,,,-0.660085148,-0.481189564,,,,,,,,-0.72745681,-0.524176
127342,,,,25.0,,,,1.4830776,0.13339156,,,,1.0,,,,3000010179.0,,,,-0.7376954029999999,0.544882914,,,,,,,,-0.38644031,0.5253458000000001
127343,,,,5.2272725,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
127364,,,,,,,,,0.67221779,,,,,,,,,,,,,-2.144725081,,,,,,,,,-1.9540502
127383,,,,29.0,,,,1.1310062,0.19809771,,,,1.0,,,,3000010324.0,,,,-0.820598603,0.411234642,,,,1.03129154,,,,-0.28585899,0.64530623
127387,,,,23.0,,,,1.2211329,,,,,1.0,,,,3000010354.0,,,,-1.827024606,,,,,-1.634375014,,,,-2.0344371999999997,
127410,,,,31.0,,,,1.9658749,0.37476817,,,,1.0,,,,3000010323.0,,,,-0.109420313,-0.079404026,,,,0.507143362,,,,0.37829956,-0.025013825
127411,,,,21.0,,,,1.7399273999999998,0.7187109,,,,1.0,,,,3000010107.0,,,,-1.443072034,-0.959522788,,,,,,,,-1.4628435,-0.92474627
127415,,,,22.0,,,,1.4509811,0.2914831,,,,1.0,,,,3000010179.0,,,,-0.860452903,-0.521407218,,,,0.29282821800000003,,,,-0.73413205,-0.40578029
127418,,,,57.0,,,,1.3785846000000002,,,,,0.0,,,,3000010360.0,,,,-1.904710229,,,,,,,,,-1.8300703,
127420,,,,21.0,,,,1.230394,0.70353127,,,,1.0,,,,3000010256.0,,,,0.787168712,1.079077433,,,,1.88648605,,,,0.93244231,1.0269073
127442,,,,22.0,,,,1.328263,0.62204927,,,,1.0,,,,3000010318.0,,,,-0.796618343,0.243339142,,,,,,,,-0.56427199,0.38324541
127443,,,,25.0,,,,1.7503814999999998,0.74280918,,,,0.0,,,,3000010190.0,,,,-1.261711012,-0.998293673,,,,,,,,-0.82547534,-0.67072046
127445,,,,,,,,,0.26416916,,,,,,,,,,,,,-1.509739713,,,,,,,,,-1.274832
127472,,,27.0,28.0,,,8.856266999999997,1.7443117,0.32345012,,,0.0,0.0,,,3000010260.0,3000010260.0,,,-1.122791563,-1.125595521,-0.592544999,,,-1.165777705,-1.541886004,,,-0.88006693,-0.93719703,-0.37338805
127474,,,,40.0,,,,2.0433578000000003,0.57667744,,,,1.0,,,,3000010256.0,,,,-0.637782497,-0.33905615100000003,,,,-0.997324317,,,,-0.50413609,-0.082622722
127486,,,,25.0,,,,1.3226755,0.52688581,,,,1.0,,,,3000010323.0,,,,0.15538463800000002,1.172640414,,,,,,,,-0.89481616,-0.60795087
127510,,,,25.0,,,,1.2271636,0.22646537,,,,0.0,,,,3000010364.0,,,,-1.8387156,-1.123596507,,,,,,,,-1.8139752,-1.1912266000000002
127512,,,,30.0,,,,1.8400283,0.38236475,,,,1.0,,,,,,,,-0.6174833000000001,0.215254166,,,,-0.449311326,,,,-0.57326877,0.18713777
127536,,,,23.0,,,,1.7983832,0.077409953,,,,1.0,,,,3000010291.0,,,,-0.5627032670000001,-0.496198594,,,,-0.347860436,,,,-0.50406849,-0.4398793
127550,,,,,,,,,0.42242953,,,,,,,,,,,,,,,,,,,,,,
127576,,,,23.0,,,,1.6432563000000002,0.58625144,,,,1.0,,,,3000010179.0,,,,-1.536272747,-0.232250264,,,,-0.300747843,,,,-1.2337711,-0.10112719999999999
127592,,,,32.117645,,,,,0.80772811,,,,0.0,,,,,,,,,-3.224614804,,,,,,,,,-2.7962427000000005
127604,,,,23.0,,,,1.337061,0.45214427,,,,1.0,,,,3000010106.0,,,,-0.745076202,-2.536783627,,,,-2.057347029,,,,-0.70597053,-1.3436832
127607,,,,25.0,,,,1.1231635,0.085723422,,,,1.0,,,,3000010362.0,,,,-0.355351621,-0.064891611,,,,0.093497818,,,,-0.33404589,-0.064891607
127610,,,,,,,,2.0475736,,,,,,,,,,,,,,,,,,,,,,,
127621,,,,25.0,,,,1.3055212,0.32181394,,,,1.0,,,,3000010291.0,,,,-0.490521411,-0.498720481,,,,,,,,-0.410009,-0.47016183
127625,,,,26.0,,,,2.097537,0.81348741,,,,1.0,,,,3000010249.0,,,,-0.29710626100000004,-0.271427228,,,,-1.73970941,,,,-0.27827659,-0.27142721
127644,,,,25.0,,,,1.2581331,0.20920007,,,,1.0,,,,,,,,-1.222266413,-0.870398675,,,,,,,,-1.3550137,-1.6550095
127645,,,,42.0,,,,1.7901669999999998,,,,,0.0,,,,3000010318.0,,,,-3.459677923,,,,,,,,,-3.2196591,
127667,,,,,,,,,0.37513545,,,,,,,,,,,,,,,,,,,,,,
127680,,,,32.0,,,,1.6510106,0.35368940000000004,,,,1.0,,,,3000010309.0,,,,-0.219978103,0.476554165,,,,,,,,-0.06684234,0.6644786
127720,,,,24.0,,,,1.160733,0.27799171,,,,1.0,,,,3000010179.0,,,,-0.324788258,0.07690714,,,,-1.016925551,,,,-0.50878131,-0.28183696
127722,,,,,,,,,0.97821838,,,,,,,,,,,,,,,,,,,,,,
127725,,,,30.0,,,,1.7755396,0.93242228,,,,1.0,,,,3000010316.0,,,,-0.802632887,-0.627181349,,,,,,,,-0.59556234,-0.34717137
127728,,,,30.0,,,,1.2279053999999998,0.43309483,,,,1.0,,,,3000010352.0,,,,-0.840952734,-0.11057579,,,,,,,,-0.50935167,-0.025877437000000003
127740,,,,25.0,,,,1.5421383,0.68879455,,,,1.0,,,,3000010316.0,,,,-0.986773835,0.111336182,,,,,,,,-0.95562583,0.2723439
127746,,,,23.0,,,,2.0856888,0.2086699,,,,1.0,,,,3000010282.0,,,,-0.839046779,0.474327618,,,,0.910566104,,,,-0.45595786,0.45103905
127749,,,,,,,,,0.33999053,,,,,,,,,,,,,,,,,,,,,,
127770,,,,,,,,1.9954621,0.30816945,,,,,,,,,,,,,1.364889588,,,,,,,,0.015377314,1.3648896000000001
127775,,,,25.0,,,,1.8328246,0.31988561,,,,1.0,,,,3000010309.0,,,,-0.58724178,0.444899499,,,,,,,,-0.55502021,0.72635239
127789,,,,,,,,,0.52498269,,,,,,,,,,,,,-1.1179610290000002,,,,,,,,,-1.117961
127792,,,,,,,,,0.84773177,,,,,,,,,,,,,-0.972320864,,,,,,,,,-0.89632535
127794,,,,28.0,,,,1.1422427,0.69025135,,,,1.0,,,,3000010287.0,,,,-1.594665871,0.5293883079999999,,,,-2.63411608,,,,-1.5677748,0.38459268
127804,,,,33.0,,,,2.0201476,0.20669901,,,,1.0,,,,3000010362.0,,,,-0.605684439,-0.343373695,,,,-0.507905472,,,,0.045657631,0.11352535
127806,,,,25.0,,,,1.9758345,,,,,1.0,,,,,,,,,,,,,,,,,,
127811,,,,37.0,,,,1.5260512,0.2815035,,,,1.0,,,,3000010179.0,,,,-1.823725656,,,,,,,,,-1.5614261999999999,
127812,,,,,,,,,0.022765748,,,,,,,,,,,,,-0.496601941,,,,,,,,,-0.28081501
127824,,,,30.0,,,,1.8582664,0.28982949,,,,0.0,,,,,,,,-1.063060945,-0.271087273,,,,0.385151987,,,,-0.73747802,-0.56274647
127825,,,,34.0,,,,1.6428741999999998,0.088383183,,,,1.0,,,,3000010121.0,,,,-0.632657024,0.268336702,,,,,,,,-0.050773621,0.26833671
127828,,,,38.0,,,,1.5528361000000002,,,,,1.0,,,,,,,,,,,,,,,,,,
127833,,,,28.0,,,,1.3075982,0.58014673,,,,0.0,,,,3000010382.0,,,,-0.348522224,-0.7311476459999999,,,,,,,,-0.34852222,-0.64268255
127856,,,,24.0,,,,1.8638698,0.84885824,,,,0.0,,,,3000010179.0,,,,-1.3464119959999998,-0.980288335,,,,,,,,-1.0537031000000001,-0.5392583000000001
127860,26.0,,28.0,29.0,8.0943174,,8.306139,1.4778864,0.002375636,1.0,,1.0,1.0,3000010288.0,,3000010288.0,3000010288.0,-2.406904127,,-0.098901981,1.505082477,0.30482846,,,1.002591458,0.671147721,-2.406904,,0.29240066,1.0489861,0.064134546
127870,,,,,,,,,0.412415,,,,,,,,,,,,-0.420418133,-0.5032661589999999,,,,,,,,-0.42041814,0.26448530000000003
127881,,,,31.0,,,,1.6325548,0.30173379,,,,1.0,,,,3000010179.0,,,,-0.258591477,0.427546697,,,,,,,,-0.18980892,-0.25499982
127885,,,,31.0,,,,1.9633647,0.57400018,,,,1.0,,,,3000010318.0,,,,-0.497534892,,,,,,,,,-1.3417188,
127887,,,,36.0,,,,1.8951422,0.46971878,,,,0.0,,,,3000010291.0,,,,-0.701121863,-0.37447006,,,,,,,,-0.70112187,-0.37447006
127892,,,,25.0,,,,2.024929,0.8624601999999999,,,,1.0,,,,,,,,-1.5890155540000002,-0.645834331,,,,-1.405207277,,,,-1.449526,-0.64583433
127893,,,,,,,,1.7625368,0.36318025,,,,,,,,,,,,,,,,,,,,,,
127895,,,,,,,,1.9187511,,,,,,,,,,,,,,,,,,,,,,,
127907,,,,,,,,,0.45831457,,,,,,,,,,,,,-0.216894053,,,,,,,,,-0.36728811
127919,,,,25.0,,,,1.901242,,,,,0.0,,,,3000010249.0,,,,-1.540123765,,,,,,,,,-1.5401236999999999,
127924,,,24.0,25.0,,,8.618653300000002,1.1611865,,,,1.0,1.0,,,3000010170.0,3000010170.0,,,-0.543917665,,,,,,,,,-0.26226609999999995,,
127928,,,,,,,,1.5211089,0.17643002,,,,,,,,,,,,,,,,,,,,,,
127931,,,,27.0,,,,1.1501536,0.39336497,,,,1.0,,,,3000010260.0,,,,-0.930304309,0.308497337,,,,,,,,-0.93030435,0.23223568
127936,,,,25.0,,,,1.9477503,0.67622745,,,,1.0,,,,3000010300.0,,,,0.254901425,1.111676277,,,,0.48274996,,,,0.22371076,0.99550587
127940,,,,28.0,,,,1.9647722,0.28373197,,,,1.0,,,,3000010179.0,,,,-0.144630084,0.54423345,,,,,,,,-0.047808118,0.52900201
127941,,,,24.0,,,,1.8325263,0.69931012,,,,1.0,,,,3000010123.0,,,,-0.252898958,1.194890571,,,,,,,,-0.25289896,1.1948905
127944,,,,31.0,,,,1.3274378999999998,0.060486902,,,,1.0,,,,3000010190.0,,,,0.1761016,-0.7851287790000001,,,,,,,,-0.09993004800000001,-0.76873106
